credit_score,annual_income,loan_amount,loan_term_months,num_credit_lines,debt_to_income,employment_years,missed_payments,has_mortgage,education_level,loan_purpose,num_dependents,approved
766,121379.0,7531,36,18,0.536,21.0,9,1,master,vacation,0,1
500,65728.0,5666,24,5,0.275,29.0,6,1,master,car,3,0
839,24756.0,24781,36,15,0.428,23.0,9,1,high_school,medical,0,1
846,138670.0,45023,24,7,0.522,18.0,2,1,phd,medical,1,1
693,51308.0,36236,60,10,0.256,28.0,8,1,bachelor,vacation,4,1
341,,41059,48,16,,2.0,1,0,high_school,home_improvement,2,0
692,80524.0,41023,48,2,0.143,8.0,1,1,bachelor,vacation,3,1
740,24327.0,37688,36,18,0.384,21.0,6,0,high_school,car,3,1
805,120561.0,5236,24,15,0.189,19.0,8,0,high_school,home_improvement,4,1
619,109436.0,2939,12,19,0.399,7.0,5,1,bachelor,medical,4,1
514,31533.0,37624,48,14,0.224,3.0,0,0,bachelor,business,3,0
370,112417.0,33818,36,2,0.241,10.0,5,1,high_school,car,3,0
535,108318.0,16926,36,18,0.187,3.0,3,0,high_school,home_improvement,2,1
580,55429.0,28552,36,9,0.28,11.0,4,0,bachelor,business,2,1
461,101348.0,31100,24,1,0.139,22.0,3,0,phd,car,4,1
490,88065.0,2360,36,16,0.226,6.0,2,1,high_school,medical,1,1
308,108396.0,40573,60,12,0.478,27.0,1,1,high_school,home_improvement,1,0
359,28654.0,45696,12,12,0.169,7.0,1,1,bachelor,vacation,4,0
524,148180.0,12994,36,19,0.571,9.0,9,1,phd,home_improvement,4,1
586,84483.0,25941,24,10,0.321,22.0,3,1,bachelor,home_improvement,0,1
468,22899.0,28531,12,5,0.109,28.0,2,1,high_school,car,1,0
361,110909.0,36813,12,3,0.569,23.0,5,0,high_school,vacation,3,0
648,119971.0,12093,48,9,0.301,12.0,9,1,bachelor,medical,0,1
741,106724.0,34025,36,15,0.356,23.0,2,1,high_school,business,0,1
313,44295.0,12651,36,14,0.152,13.0,2,1,high_school,medical,4,0
463,95565.0,33812,24,11,0.233,15.0,3,0,high_school,vacation,2,1
719,64574.0,25844,60,13,0.437,6.0,4,0,bachelor,business,0,1
819,,18718,60,7,0.118,15.0,8,1,bachelor,home_improvement,4,1
847,45066.0,49122,48,2,0.364,16.0,4,1,bachelor,business,0,1
327,44418.0,14589,60,3,0.431,19.0,0,0,phd,home_improvement,2,0
745,97607.0,40768,24,8,0.051,18.0,8,1,phd,vacation,4,1
507,64874.0,21022,48,1,0.511,11.0,1,1,high_school,medical,2,0
769,127158.0,48248,36,4,0.081,8.0,3,1,bachelor,car,2,1
403,101257.0,39853,60,13,0.186,27.0,9,1,master,business,3,0
725,145538.0,1234,24,14,0.58,25.0,5,0,high_school,car,2,1
400,64635.0,7834,24,9,0.095,7.0,8,1,phd,car,2,0
840,128023.0,16055,36,3,0.504,8.0,1,0,phd,business,2,1
821,114837.0,4207,24,14,0.409,4.0,8,1,high_school,car,1,1
405,32404.0,3400,48,4,0.379,20.0,8,0,master,car,3,0
576,87629.0,10609,48,17,0.37,9.0,0,0,bachelor,car,1,1
364,,22473,12,15,0.142,4.0,5,0,high_school,medical,2,0
487,64999.0,46330,36,12,0.418,13.0,5,0,high_school,home_improvement,1,1
616,29694.0,24935,24,14,0.573,17.0,8,1,high_school,medical,4,0
437,84549.0,24874,60,19,0.092,28.0,5,1,master,medical,1,0
642,47799.0,41508,48,10,0.233,6.0,1,1,master,home_improvement,4,1
404,105288.0,26015,36,5,0.31,7.0,7,1,high_school,home_improvement,0,0
845,55645.0,15184,36,17,0.178,4.0,0,1,master,car,3,1
679,92614.0,47806,48,17,,23.0,4,1,high_school,medical,1,1
409,148387.0,30543,12,3,0.429,5.0,9,1,master,business,0,0
844,113369.0,1650,36,16,0.115,19.0,2,0,master,business,2,1
653,27420.0,33389,24,9,0.363,22.0,5,0,high_school,car,4,1
616,33312.0,28328,60,17,0.253,23.0,4,0,bachelor,medical,1,1
565,36395.0,20416,60,12,0.176,8.0,9,0,bachelor,car,0,0
364,55301.0,14119,48,2,0.517,20.0,3,0,phd,medical,0,0
632,61972.0,8644,36,16,0.08,8.0,2,0,bachelor,car,3,1
812,78294.0,9653,60,6,0.307,7.0,0,1,high_school,home_improvement,2,1
432,95853.0,15416,36,2,0.311,16.0,7,1,bachelor,business,3,0
839,135135.0,25897,48,9,0.364,23.0,4,1,high_school,car,1,1
834,97504.0,2874,12,5,0.159,7.0,7,1,bachelor,medical,2,1
795,37854.0,11429,60,18,0.529,28.0,8,1,bachelor,business,1,1
668,136373.0,13213,24,18,0.581,22.0,7,1,master,car,4,1
398,85780.0,49987,48,10,0.352,0.0,5,0,bachelor,vacation,1,0
616,121458.0,18640,12,10,0.191,,9,1,high_school,business,2,1
422,72103.0,37008,24,10,0.532,17.0,7,1,phd,vacation,1,0
619,78620.0,16802,24,18,0.593,14.0,4,0,bachelor,medical,3,1
794,104590.0,17122,60,16,0.458,21.0,8,0,master,home_improvement,0,1
756,99124.0,22653,36,6,0.234,26.0,5,0,bachelor,home_improvement,1,1
821,59590.0,44671,48,12,,15.0,1,1,master,medical,2,1
819,115196.0,25101,24,4,0.136,1.0,6,0,bachelor,vacation,3,1
614,87554.0,2409,60,16,0.179,12.0,0,1,bachelor,home_improvement,2,1
841,132781.0,44388,12,11,0.175,1.0,9,1,high_school,home_improvement,4,1
778,15973.0,35600,24,1,0.582,13.0,0,1,high_school,vacation,0,1
319,73786.0,19408,12,5,0.404,6.0,7,1,master,car,3,0
429,119919.0,6736,48,17,0.142,10.0,4,1,master,home_improvement,0,1
592,52097.0,5993,60,11,0.318,14.0,9,0,bachelor,home_improvement,1,1
431,136403.0,44871,12,14,0.152,25.0,8,1,bachelor,car,0,1
655,49245.0,48165,36,9,0.383,16.0,5,1,master,vacation,1,1
353,69841.0,32247,12,10,0.238,20.0,0,0,high_school,vacation,3,0
686,40346.0,29821,12,4,0.158,,5,0,phd,car,2,1
564,120633.0,4213,60,2,0.184,14.0,0,1,master,home_improvement,3,1
514,86980.0,44123,60,6,0.421,15.0,4,0,bachelor,car,2,0
759,105417.0,30495,24,3,0.274,8.0,2,1,bachelor,medical,2,1
757,91942.0,7208,12,13,0.332,20.0,9,0,master,car,0,1
342,120147.0,10644,12,12,0.502,20.0,9,0,master,business,2,0
577,105975.0,7453,60,18,0.41,19.0,8,1,bachelor,vacation,4,1
429,20972.0,12093,36,6,0.304,18.0,0,0,master,home_improvement,4,0
649,63063.0,47509,60,10,0.575,23.0,5,1,high_school,home_improvement,0,1
843,145017.0,12263,36,6,0.168,22.0,2,1,high_school,medical,0,1
405,72055.0,1305,60,5,0.209,8.0,8,1,phd,home_improvement,3,0
300,99834.0,35152,48,15,0.551,5.0,1,1,high_school,medical,4,0
731,72450.0,33021,12,15,0.519,0.0,6,1,high_school,medical,4,0
605,80252.0,18958,36,12,0.122,4.0,8,0,master,vacation,2,0
826,61904.0,1872,48,9,0.561,4.0,2,0,bachelor,medical,3,1
352,67320.0,42128,36,13,0.056,22.0,2,0,phd,vacation,3,0
819,46000.0,22962,24,16,0.502,25.0,2,1,bachelor,medical,3,1
629,110341.0,43563,24,2,0.203,0.0,0,1,high_school,car,1,1
624,17599.0,18414,12,17,0.154,0.0,8,0,phd,vacation,2,0
413,,10926,48,9,0.297,28.0,8,1,bachelor,business,0,1
446,15018.0,49259,48,19,0.543,21.0,5,1,bachelor,car,3,0
465,146930.0,40673,24,6,0.482,5.0,8,1,master,medical,2,0
678,85916.0,38210,12,4,0.582,8.0,8,1,bachelor,business,2,1
438,134193.0,16290,24,15,0.348,18.0,0,1,high_school,vacation,2,1
598,73770.0,4667,48,18,0.331,27.0,2,1,bachelor,business,4,1
575,52487.0,18660,36,12,,4.0,2,1,bachelor,business,0,1
477,117342.0,7553,48,12,0.149,20.0,0,1,high_school,medical,3,1
653,,17926,12,17,0.324,16.0,5,1,high_school,car,0,1
453,33836.0,5808,48,7,0.464,21.0,3,1,master,business,0,0
500,116150.0,29612,60,5,0.502,,7,0,high_school,car,4,1
414,26394.0,41499,48,12,0.206,11.0,5,1,bachelor,business,0,0
367,87158.0,29015,60,17,0.442,5.0,3,1,bachelor,vacation,0,0
744,139660.0,34351,24,2,,28.0,4,1,high_school,medical,2,1
744,125599.0,10138,60,4,,12.0,1,1,master,business,2,1
625,40280.0,41463,48,2,0.433,23.0,9,1,master,medical,3,1
658,139221.0,37241,48,14,0.291,7.0,0,1,master,car,1,1
444,92318.0,2198,48,14,0.592,28.0,6,0,bachelor,business,3,0
574,147231.0,28447,12,13,0.054,2.0,9,1,bachelor,vacation,3,1
808,85162.0,37763,24,17,0.278,24.0,2,0,high_school,home_improvement,2,1
478,67712.0,13113,60,17,0.195,10.0,2,0,high_school,car,0,0
776,124578.0,29749,36,18,0.517,28.0,5,0,bachelor,medical,4,1
713,63241.0,38303,60,3,0.208,19.0,2,0,bachelor,car,3,1
452,38233.0,39639,48,16,0.349,0.0,6,1,high_school,vacation,1,0
403,23177.0,20687,36,19,0.457,24.0,6,1,bachelor,medical,3,0
374,129506.0,3447,36,6,0.323,13.0,4,1,high_school,medical,0,0
427,76351.0,10408,60,6,0.276,28.0,0,0,master,medical,3,0
644,106908.0,40612,60,18,0.073,20.0,8,1,high_school,home_improvement,0,1
830,66827.0,18674,60,9,0.063,28.0,1,1,master,home_improvement,0,1
458,95501.0,13413,60,18,0.577,23.0,3,0,master,medical,4,0
837,83772.0,48937,24,6,0.404,12.0,9,1,bachelor,home_improvement,4,1
725,30611.0,8549,12,9,0.504,14.0,9,1,master,medical,3,1
322,56003.0,24071,12,18,0.314,22.0,1,0,bachelor,vacation,4,0
346,111629.0,9693,60,16,0.194,20.0,0,1,high_school,medical,1,1
824,101643.0,44831,12,13,0.212,7.0,0,1,high_school,home_improvement,2,1
443,89684.0,17770,60,11,0.074,14.0,0,0,bachelor,vacation,3,1
718,123610.0,42371,60,8,0.485,12.0,6,1,high_school,vacation,4,1
384,135332.0,3006,60,17,0.37,0.0,8,1,high_school,home_improvement,1,0
715,98035.0,6213,24,9,0.314,10.0,0,1,master,medical,2,1
781,33165.0,37636,48,6,0.519,19.0,9,0,master,home_improvement,1,1
755,124322.0,10530,12,1,0.295,14.0,5,1,phd,car,3,1
596,69515.0,48128,12,1,0.571,20.0,4,0,bachelor,home_improvement,2,1
411,124446.0,7637,24,13,0.057,3.0,2,1,master,vacation,4,1
529,45480.0,5964,24,7,0.592,5.0,1,1,high_school,medical,0,0
395,74789.0,35070,60,10,0.499,24.0,1,1,master,business,4,0
677,47191.0,8749,60,18,0.245,11.0,1,1,high_school,medical,0,1
455,74488.0,1846,48,6,0.377,,6,0,high_school,vacation,1,0
720,102457.0,14390,12,13,0.526,9.0,3,0,master,medical,0,1
404,117476.0,14735,24,5,0.315,26.0,6,0,bachelor,vacation,0,1
629,89525.0,24905,48,15,0.078,17.0,9,1,bachelor,business,1,1
738,67648.0,15876,12,12,0.547,0.0,0,0,high_school,home_improvement,1,1
431,,14967,48,11,0.334,,9,1,bachelor,car,0,0
681,110716.0,19262,48,8,0.35,29.0,3,1,high_school,medical,0,1
437,144677.0,37873,60,5,0.058,1.0,8,1,bachelor,business,3,1
569,128917.0,21014,48,8,0.105,24.0,6,0,bachelor,medical,4,1
849,116630.0,25054,60,5,0.478,7.0,9,1,bachelor,car,2,1
695,40221.0,30955,12,10,0.289,25.0,5,0,bachelor,car,1,1
763,78265.0,24051,12,15,0.599,0.0,6,0,master,car,1,1
749,15719.0,29385,60,6,0.433,18.0,1,0,high_school,business,0,1
630,147141.0,36587,36,18,0.572,5.0,0,0,master,car,1,1
552,69714.0,28483,48,3,0.204,10.0,9,0,high_school,car,4,1
584,88285.0,28653,12,9,0.147,18.0,8,0,phd,car,3,1
573,27935.0,41845,48,10,0.257,24.0,1,0,bachelor,car,3,1
319,134362.0,45790,36,7,0.196,27.0,1,0,bachelor,business,0,1
538,,43018,48,19,0.387,9.0,2,1,bachelor,medical,0,1
569,141687.0,31894,36,2,0.459,15.0,2,1,master,business,2,1
717,111256.0,30842,24,8,0.271,15.0,2,0,bachelor,business,4,1
609,33540.0,20648,36,7,0.099,9.0,3,0,high_school,car,1,1
330,88480.0,32756,12,5,0.064,17.0,0,1,bachelor,home_improvement,0,0
403,63702.0,23407,60,4,0.17,21.0,0,0,high_school,medical,2,0
485,93283.0,45561,60,11,0.453,17.0,3,1,high_school,medical,3,0
427,69781.0,18058,48,10,0.172,2.0,0,1,high_school,home_improvement,1,0
509,22087.0,11070,24,1,0.551,11.0,3,0,bachelor,medical,3,0
713,37789.0,40025,48,4,0.408,9.0,1,1,high_school,car,3,1
580,148271.0,34779,36,6,0.524,27.0,6,1,phd,car,4,1
552,102273.0,17616,60,18,0.262,15.0,5,0,master,car,0,1
318,130310.0,31373,36,13,0.591,24.0,1,1,bachelor,car,0,0
435,113231.0,35941,60,13,0.424,8.0,1,1,master,vacation,0,0
522,28894.0,37152,60,1,0.246,29.0,0,1,bachelor,car,3,0
302,68095.0,1797,60,4,0.167,17.0,3,0,bachelor,vacation,2,0
535,44272.0,40889,12,4,0.527,12.0,1,1,master,medical,4,0
764,69021.0,14594,36,18,0.225,23.0,4,1,bachelor,medical,4,1
527,48645.0,48754,48,18,0.074,13.0,3,1,high_school,vacation,3,1
798,127079.0,8690,24,18,0.203,18.0,0,0,high_school,medical,0,1
820,36179.0,13669,48,15,0.149,13.0,4,0,bachelor,business,2,1
438,25691.0,19973,36,18,0.226,1.0,4,0,high_school,home_improvement,0,0
575,144436.0,22085,24,15,0.387,10.0,4,0,phd,business,4,1
590,60311.0,29787,48,17,0.325,25.0,1,1,high_school,vacation,2,1
352,110381.0,26084,24,5,,7.0,3,0,master,home_improvement,1,0
409,39967.0,25051,36,11,0.234,2.0,4,0,high_school,vacation,1,0
303,43478.0,12554,60,16,0.116,14.0,5,1,bachelor,car,3,0
346,55332.0,38639,36,2,0.138,12.0,6,1,bachelor,home_improvement,1,0
393,54313.0,14354,12,17,0.489,7.0,9,0,bachelor,vacation,4,0
512,82857.0,6289,24,1,0.104,12.0,2,0,master,car,4,1
735,60900.0,25744,36,18,0.489,15.0,2,0,high_school,medical,1,1
807,141861.0,18945,60,17,0.167,21.0,9,1,bachelor,vacation,3,1
504,56098.0,25243,60,18,0.423,0.0,1,0,phd,home_improvement,3,0
680,23294.0,49599,36,19,0.393,29.0,8,0,high_school,medical,2,1
372,111784.0,40054,48,5,0.104,1.0,0,1,high_school,vacation,1,0
815,55626.0,25227,36,13,0.416,12.0,2,0,master,vacation,1,1
375,35703.0,28748,60,6,0.296,28.0,2,0,master,medical,4,0
376,118693.0,17958,36,13,0.439,13.0,7,1,bachelor,car,1,0
709,149277.0,47684,12,18,0.51,1.0,5,0,master,home_improvement,0,1
405,26628.0,10934,48,4,0.072,15.0,2,0,bachelor,car,3,0
775,118655.0,46530,36,9,0.406,13.0,0,1,bachelor,home_improvement,3,1
574,21518.0,11550,60,3,0.108,6.0,2,1,master,medical,2,0
387,15610.0,5024,36,8,0.258,21.0,3,1,high_school,car,1,0
376,49311.0,32772,36,13,0.057,13.0,0,0,high_school,business,3,0
376,,9722,24,11,0.231,17.0,2,0,bachelor,business,1,1
741,56876.0,3120,36,10,0.143,16.0,3,0,high_school,vacation,4,1
839,65333.0,31089,12,11,0.356,4.0,6,1,phd,car,3,1
544,99192.0,22348,60,3,0.332,10.0,3,1,bachelor,vacation,1,1
681,56811.0,6877,24,14,0.486,17.0,0,0,phd,car,1,1
441,85072.0,44488,36,14,0.402,15.0,8,1,bachelor,home_improvement,2,0
667,130407.0,19904,48,19,0.443,25.0,5,1,phd,home_improvement,3,1
383,57974.0,21792,12,4,0.101,9.0,8,0,bachelor,medical,0,0
442,96983.0,27037,12,1,0.065,5.0,6,1,master,business,3,1
651,60823.0,18335,12,2,0.583,13.0,3,1,master,business,4,1
844,,15659,24,6,0.285,1.0,0,1,phd,medical,1,1
451,115037.0,30684,36,13,0.267,28.0,6,1,bachelor,medical,3,1
457,82078.0,1964,12,14,0.069,26.0,8,1,high_school,medical,1,0
745,122767.0,35902,36,1,0.115,8.0,5,1,bachelor,medical,2,1
602,82951.0,36012,48,8,0.567,27.0,0,1,high_school,car,2,1
749,124287.0,36571,36,18,0.432,12.0,8,1,bachelor,medical,3,1
523,36601.0,4911,36,14,0.275,20.0,6,0,master,vacation,2,1
342,118691.0,12216,36,2,0.547,22.0,0,1,high_school,medical,1,0
563,63435.0,2408,60,12,0.374,19.0,3,1,bachelor,car,4,1
302,26246.0,22621,24,1,0.461,11.0,4,0,bachelor,business,3,0
567,17458.0,21977,36,15,0.287,1.0,1,0,master,business,4,0
315,21028.0,14195,12,11,0.287,2.0,2,0,master,business,2,0
633,134247.0,44938,60,18,0.088,12.0,1,0,bachelor,car,2,1
763,,41431,36,17,0.454,20.0,3,1,master,medical,1,1
358,121555.0,43577,60,3,0.105,0.0,6,1,bachelor,home_improvement,3,0
476,42678.0,8113,24,15,0.47,27.0,4,1,bachelor,business,3,0
362,105444.0,41910,60,13,0.155,19.0,6,1,high_school,business,0,0
606,27363.0,23761,12,3,0.186,28.0,0,1,bachelor,home_improvement,1,1
545,78804.0,25992,36,13,0.555,3.0,2,1,master,medical,3,1
588,129433.0,14778,12,9,0.309,17.0,1,1,bachelor,business,4,1
631,63544.0,22985,48,10,0.119,24.0,0,1,master,medical,2,1
826,113247.0,5367,60,1,0.548,12.0,4,0,phd,vacation,4,1
554,15189.0,46447,60,2,0.299,5.0,2,0,bachelor,home_improvement,2,0
809,26752.0,11786,60,14,0.122,24.0,7,0,high_school,car,1,1
762,22482.0,46780,24,5,0.265,5.0,4,0,high_school,medical,3,1
498,31679.0,43706,12,10,0.374,14.0,4,0,master,home_improvement,2,1
570,138056.0,45461,48,19,0.249,17.0,6,1,high_school,home_improvement,1,1
363,15799.0,31908,24,8,0.558,16.0,7,1,phd,home_improvement,4,0
529,136691.0,12051,24,13,0.198,13.0,0,1,high_school,car,2,1
548,72558.0,37746,36,9,0.147,3.0,4,1,master,business,3,0
545,74223.0,16611,48,18,0.172,28.0,8,1,master,vacation,4,1
456,56556.0,5490,60,4,0.096,0.0,8,0,bachelor,business,1,0
387,106467.0,32313,60,8,0.299,7.0,6,1,bachelor,medical,4,0
612,125719.0,7377,36,5,0.533,,3,1,phd,home_improvement,2,1
365,106404.0,10903,60,6,0.218,12.0,1,1,phd,business,0,0
319,58558.0,15567,12,5,0.192,16.0,4,0,phd,car,0,0
332,118018.0,23885,60,1,0.511,20.0,3,1,high_school,car,3,0
372,26408.0,29222,12,19,0.218,13.0,0,0,high_school,vacation,1,0
642,50607.0,49556,36,4,0.312,24.0,6,1,high_school,business,3,1
432,76684.0,27606,36,1,0.067,16.0,2,1,high_school,car,2,1
354,42326.0,18440,12,19,0.208,19.0,5,1,bachelor,car,1,0
360,28601.0,3260,60,4,0.122,23.0,4,1,master,vacation,0,0
819,139594.0,31267,36,14,0.108,23.0,3,0,high_school,medical,4,1
571,16135.0,28002,36,14,0.287,,2,0,master,business,4,0
545,,17833,12,9,0.203,7.0,8,1,master,medical,2,0
475,25101.0,4498,36,19,0.142,26.0,4,0,bachelor,home_improvement,2,0
616,117820.0,47729,60,11,0.331,27.0,9,1,phd,medical,1,1
430,77110.0,11518,36,16,0.481,18.0,6,1,high_school,car,0,0
401,34215.0,13501,12,19,0.454,29.0,3,1,high_school,car,4,0
609,91949.0,23254,60,4,0.188,10.0,0,1,bachelor,medical,1,1
591,96855.0,35076,48,9,0.195,22.0,1,1,bachelor,medical,1,1
794,121279.0,16902,12,17,0.453,9.0,9,0,bachelor,home_improvement,1,1
660,136898.0,34485,48,15,0.356,26.0,4,0,master,home_improvement,3,1
637,15526.0,26545,36,8,0.458,0.0,7,0,master,business,1,0
309,16753.0,4345,60,13,0.051,4.0,7,0,phd,car,1,0
348,29656.0,16370,36,1,0.098,15.0,7,0,master,business,1,0
786,38266.0,47721,60,2,0.491,19.0,8,1,bachelor,business,1,1
620,79555.0,29231,24,10,0.518,19.0,1,1,bachelor,medical,3,1
432,77995.0,42863,36,13,0.239,27.0,3,1,high_school,car,2,1
382,93277.0,10642,36,11,0.577,4.0,9,0,high_school,business,3,0
356,117345.0,18839,36,14,0.216,15.0,5,1,phd,medical,1,0
675,111111.0,24681,12,16,0.54,2.0,5,0,high_school,vacation,2,1
648,80402.0,8035,60,6,0.282,29.0,4,1,bachelor,home_improvement,3,1
570,138747.0,34299,60,2,0.359,22.0,1,1,bachelor,medical,0,1
782,29418.0,36035,60,5,0.404,1.0,7,1,bachelor,medical,0,1
410,52185.0,24583,12,19,0.123,16.0,0,1,bachelor,business,1,0
375,56745.0,23105,60,7,0.07,,0,1,bachelor,medical,1,0
457,95123.0,17130,36,17,0.285,27.0,0,0,phd,medical,4,1
831,102804.0,14736,48,5,0.138,0.0,8,0,high_school,business,0,1
628,126055.0,43281,24,12,0.352,15.0,4,1,bachelor,medical,2,1
421,,14815,60,19,0.3,26.0,1,0,bachelor,home_improvement,2,1
340,63302.0,25396,12,18,0.117,22.0,0,1,bachelor,car,4,0
466,137561.0,25312,12,12,0.416,23.0,3,1,high_school,business,0,1
322,72728.0,13244,60,3,0.061,29.0,1,1,bachelor,vacation,3,1
578,113598.0,43668,48,4,0.12,1.0,2,0,bachelor,vacation,3,1
768,16238.0,12718,60,15,0.435,19.0,1,0,bachelor,car,2,1
699,96610.0,17784,12,15,0.34,6.0,7,1,master,home_improvement,3,1
308,72193.0,31683,24,11,0.205,10.0,2,1,high_school,medical,1,0
312,81634.0,45590,48,2,0.149,5.0,1,0,high_school,vacation,1,0
351,29679.0,44997,60,18,0.403,,5,1,bachelor,medical,4,0
508,49505.0,32428,24,3,0.163,13.0,6,1,bachelor,home_improvement,3,1
849,66341.0,37759,60,18,0.592,3.0,8,0,high_school,business,4,1
701,65374.0,27490,48,14,0.528,18.0,9,0,bachelor,car,0,1
490,61998.0,41701,12,6,0.123,24.0,3,1,bachelor,home_improvement,3,0
350,142203.0,48351,48,2,0.523,21.0,4,1,high_school,vacation,2,0
692,48178.0,42001,36,1,0.24,28.0,5,1,high_school,vacation,2,1
599,122373.0,46856,60,8,0.319,27.0,2,1,master,car,0,1
495,119139.0,17410,24,10,0.129,1.0,2,0,bachelor,business,1,1
716,115290.0,36386,24,18,0.115,1.0,2,0,high_school,home_improvement,1,1
719,73951.0,10362,48,11,0.526,12.0,4,0,phd,vacation,1,1
821,102629.0,40407,48,18,0.396,12.0,5,1,high_school,vacation,3,1
655,83831.0,25011,48,16,0.303,2.0,8,0,high_school,business,4,1
447,96223.0,8042,24,5,0.07,20.0,8,0,master,vacation,0,1
664,60643.0,26286,12,7,0.557,27.0,4,1,bachelor,vacation,3,1
663,18582.0,12391,24,2,0.257,5.0,7,0,master,medical,2,0
701,,27999,12,11,0.279,20.0,6,0,bachelor,car,4,1
791,119004.0,3018,48,13,0.209,27.0,3,0,high_school,medical,4,1
528,55000.0,13952,36,16,0.54,16.0,0,1,bachelor,vacation,3,1
836,117592.0,17240,24,14,0.24,28.0,2,1,master,business,2,1
567,16085.0,22262,48,7,0.146,0.0,9,1,bachelor,car,4,0
704,112994.0,20282,24,7,0.325,6.0,4,1,bachelor,home_improvement,3,1
310,132309.0,23459,48,12,0.48,29.0,9,1,high_school,home_improvement,2,0
619,122114.0,35815,24,12,,25.0,2,0,phd,business,3,1
425,85410.0,18942,60,1,0.409,29.0,3,1,master,home_improvement,2,0
605,41825.0,2722,24,6,0.217,6.0,8,1,high_school,medical,0,0
810,99269.0,37820,60,8,0.446,12.0,8,0,master,vacation,1,1
388,29332.0,2651,12,13,0.418,25.0,8,1,high_school,home_improvement,3,0
654,69895.0,22606,24,5,0.424,21.0,8,1,master,medical,3,1
651,137046.0,35546,12,10,0.405,8.0,0,1,bachelor,car,3,1
313,82567.0,1683,36,14,0.136,17.0,8,0,phd,business,3,0
556,77713.0,43239,60,9,0.538,0.0,1,0,high_school,car,0,1
508,73639.0,19394,24,17,0.372,10.0,7,1,bachelor,car,1,0
580,118603.0,47705,12,3,0.26,21.0,8,1,bachelor,medical,1,1
742,93488.0,19966,48,12,0.145,21.0,7,1,high_school,home_improvement,4,1
688,107905.0,27469,12,12,0.481,24.0,8,0,bachelor,medical,0,1
782,17977.0,9505,24,11,0.33,10.0,4,0,high_school,home_improvement,1,1
446,130650.0,41211,36,4,0.131,9.0,9,1,bachelor,vacation,1,1
578,69641.0,6492,60,8,0.557,16.0,6,0,high_school,business,2,1
820,147340.0,17827,48,10,0.108,26.0,2,1,high_school,vacation,2,1
733,129465.0,28492,12,14,0.338,16.0,3,0,high_school,home_improvement,0,1
443,69431.0,4266,24,1,0.386,11.0,3,0,high_school,home_improvement,0,0
588,31756.0,6909,24,12,0.599,29.0,9,0,bachelor,car,1,0
685,24796.0,13869,60,5,0.128,27.0,3,0,high_school,home_improvement,2,1
313,119583.0,40782,48,14,0.387,9.0,7,0,phd,car,2,0
556,96014.0,22863,12,4,0.312,11.0,1,1,high_school,car,1,1
645,35325.0,45055,12,17,0.191,5.0,1,1,bachelor,business,1,1
644,68096.0,8819,12,13,0.568,20.0,4,0,high_school,home_improvement,4,1
699,79649.0,30136,60,3,0.485,26.0,5,0,master,vacation,3,1
506,23041.0,15837,60,11,0.477,5.0,3,0,high_school,medical,0,0
471,55058.0,48954,48,11,0.545,5.0,6,1,master,car,0,0
763,63263.0,11056,12,5,0.449,28.0,9,0,bachelor,medical,4,1
569,,1715,12,6,0.329,19.0,3,0,bachelor,car,2,1
520,122645.0,18275,48,4,0.265,25.0,7,1,bachelor,vacation,3,1
451,43223.0,21191,48,10,0.437,7.0,1,1,bachelor,car,2,0
482,48575.0,17884,48,10,0.382,4.0,9,0,high_school,business,4,0
698,36661.0,46462,24,12,0.349,5.0,3,0,high_school,car,4,1
371,51432.0,9894,48,18,0.374,1.0,6,1,master,home_improvement,4,0
717,44114.0,19717,36,15,0.41,16.0,4,1,high_school,business,0,1
582,21030.0,19578,60,18,0.583,7.0,9,1,bachelor,car,0,0
373,105051.0,24321,48,3,0.464,21.0,1,0,bachelor,car,2,0
654,62743.0,43969,24,3,0.147,28.0,2,0,bachelor,medical,1,1
796,140756.0,25959,36,1,0.307,8.0,3,0,bachelor,car,0,1
627,80615.0,11515,24,17,0.423,20.0,4,1,bachelor,business,3,1
834,62577.0,10077,24,10,0.147,7.0,6,0,bachelor,car,3,1
746,125436.0,22443,24,6,0.563,22.0,2,1,phd,medical,3,1
672,17966.0,11443,24,11,0.092,10.0,8,1,bachelor,vacation,4,1
661,144356.0,38208,12,14,0.386,9.0,9,1,bachelor,medical,2,1
392,128838.0,2783,60,17,0.587,16.0,2,0,bachelor,medical,4,0
620,18728.0,14113,12,7,0.45,22.0,4,0,high_school,car,3,0
623,147019.0,6385,36,4,0.422,19.0,4,1,phd,vacation,3,1
683,96380.0,37885,12,11,0.599,12.0,6,0,master,business,4,1
645,81130.0,7982,36,19,0.485,21.0,5,1,high_school,business,3,1
402,36414.0,36351,48,9,0.584,8.0,2,0,master,home_improvement,3,0
514,108005.0,43689,36,8,0.434,14.0,0,0,high_school,medical,2,1
491,106742.0,14407,12,4,0.416,12.0,5,1,high_school,medical,3,1
493,51973.0,16316,12,16,0.469,12.0,5,1,bachelor,home_improvement,4,0
679,102091.0,47524,36,6,0.154,12.0,3,0,master,car,4,1
702,77235.0,25838,12,6,0.493,24.0,1,1,bachelor,business,1,1
310,44400.0,28207,36,19,0.584,24.0,8,1,phd,business,3,0
486,132240.0,49116,24,2,0.386,20.0,5,1,bachelor,home_improvement,1,1
314,67763.0,29402,60,11,0.057,3.0,0,1,high_school,home_improvement,4,0
596,121810.0,3430,36,18,0.09,21.0,7,1,high_school,home_improvement,1,1
